"","STCODE","ENTITY","SITECODE","WATERYEAR","DATE_TIME","LABNO","TYPE","INTERVAL","MEAN_LPS","Q_AREA_CM","QCODE","PH","PHCODE","COND","CONDCODE","ALK","ALKCODE","SSED","SSEDCODE","SI","SICODE","UTP","UTPCODE","TDP","TDPCODE","PARTP","PARTPCODE","PO4P","PO4PCODE","UTN","UTNCODE","TDN","TDNCODE","DON","DONCODE","PARTN","PARTNCODE","UTKN","UTKNCODE","TKN","TKNCODE","NH3N","NH3NCODE","NO3N","NO3NCODE","NA.","NACODE","K","KCODE","CA","CACODE","MG","MGCODE","SO4S","SO4SCODE","CL","CLCODE","DOC","DOCCODE","PVOL","PVOLCODE","ANCA","ANCACODE"
"53","CF002",1,"GSLOOK",2008,2008-05-07 14:25:00,"4368","F",22.03,5794.28,17.67,"A",7.4,"A",28.8,"A",14.62,"A",0.96,"A",7.15,"A",0.028,"A",0.021,"A",0.007,"D",0.011,"A",0.04,"A",0.04,"A",0.04,"D*",0,"D",NA,"N",NA,"N",0.001,"*",0,"*",1.93,"A",0.35,"A",2.79,"A",0.75,"A",0.09,"A",0.63,"A",0.71,"A",11.129,"A",1.08,"D*"
"54","CF002",1,"GSLOOK",2008,2008-05-27 14:40:00,"4383","F",20.01,9220.73,25.54,"A",7.4,"A",23.9,"A",12.5,"A",4.62,"A",5.9,"A",0.025,"A",0.022,"A",0.003,"D",0.008,"A",0.06,"A",0.06,"A",0.04,"D",0,"D",NA,"N",NA,"N",0.013,"A",0.012,"A",1.57,"A",0.3,"A",2.26,"A",0.72,"A",0.08,"A",0.58,"A",0.72,"A",12.493,"A",1.1,"D"
"55","CF002",1,"GSLOOK",2008,2008-06-16 16:40:00,"4394","F",20.08,6208.78,17.26,"A",7.4,"A",24.2,"A",12.87,"A",1.16,"A",6.03,"A",0.029,"A",0.018,"A",0.011,"D",0.007,"A",0.04,"A",0.05,"A",0.04,"D*",0,"D",NA,"N",NA,"N",0.013,"A",0.001,"*",1.56,"A",0.31,"A",2.34,"A",0.75,"A",0.08,"A",0.58,"A",0.75,"A",10.597,"A",1.09,"D*"
"56","CF002",1,"GSLOOK",2008,2008-07-07 14:15:00,"4406","P",20.9,3052.33,8.83,"A",7.4,"A",25.8,"A",14.04,"A",2.21,"A",6.38,"A",0.025,"A",0.016,"A",0.009,"D",0.006,"A",0.05,"A",0.05,"A",0.04,"D*",0,"D",NA,"N",NA,"N",0.007,"*",0,"*",1.62,"A",0.37,"A",2.54,"A",0.8,"A",0.07,"A",0.55,"A",0.87,"A",10.251,"Q",1.1,"D*"
"57","CF002",1,"GSLOOK",2008,2008-07-30 15:30:00,"4417","F",23.05,999.73,3.19,"A",7.6,"A",34.2,"A",18.37,"A",2.54,"A",8.11,"A",0.031,"A",0.026,"A",0.005,"D",0.006,"A",0.06,"A",0.05,"A",0,"D*",0.01,"D",NA,"N",NA,"N",0.048,"A",0.001,"*",2.21,"A",0.51,"A",3.37,"A",1.04,"A",0.07,"A",0.65,"A",0.93,"A",12.259,"A",1.07,"D*"
"58","CF002",1,"GSLOOK",2008,2008-08-20 14:40:00,"4428","F",20.97,661.62,1.92,"A",7.7,"A",38,"A",20.29,"A",1.59,"A",8.65,"A",0.026,"A",0.025,"A",0.001,"D",0.007,"A",0.07,"A",0.05,"A",0.05,"D*",0.02,"D",NA,"N",NA,"N",0,"*",0,"*",2.36,"A",0.53,"A",3.74,"A",1.09,"A",0.07,"A",0.66,"A",0.89,"A",11.085,"A",1.09,"D*"
"59","CF002",1,"GSLOOK",2008,2008-09-10 10:30:00,"4439","F",20.83,596.64,1.72,"A",7.6,"A",38.6,"A",20.67,"A",1.94,"A",8.63,"A",0.028,"A",0.024,"A",0.004,"D",0.005,"A",0.06,"A",0.05,"A",0.05,"D*",0.01,"D",NA,"N",NA,"N",0.002,"*",0,"*",2.4,"A",0.51,"A",3.72,"A",1.14,"A",0.07,"A",0.72,"A",0.88,"A",10.529,"A",1.1,"D*"
"60","CF002",1,"GSLOOK",2008,2008-09-29 12:35:00,"4450","F",19.09,401.22,1.06,"A",7.7,"A",40,"A",20.83,"A",0.77,"A",8.45,"A",0.029,"A",0.027,"A",0.002,"D",0.005,"A",0.06,"A",0.05,"A",0.05,"D*",0.01,"D",NA,"N",NA,"N",0.002,"*",0.001,"*",2.46,"A",0.52,"A",3.83,"A",0.93,"A",0.08,"A",0.84,"A",0.72,"A",9.935,"A",1.15,"D*"
"61","CF002",1,"GSLOOK",2009,2008-10-21 17:40:00,"4462","F",22.21,507.38,1.56,"A",7.6,"A",37.9,"A",20.54,"A",1.6,"A",8.35,"A",0.027,"A",0.026,"A",0.001,"D",0.01,"A",0.06,"A",0.05,"A",0.04,"D*",0.01,"D",NA,"N",NA,"N",0.011,"A",0,"*",2.44,"A",0.5,"A",3.7,"A",1.11,"A",0.08,"A",0.72,"A",0.91,"A",11.124,"A",1.1,"D*"
"62","CF002",1,"GSLOOK",2009,2008-11-12 14:55:00,"4473","F",21.89,1620.8,4.91,"A",7.5,"A",36,"A",18.83,"A",2.59,"A",7.58,"A",0.039,"A",0.034,"A",0.005,"D",0.011,"A",0.1,"A",0.09,"A",0.06,"D*",0.01,"D",NA,"N",NA,"N",0.008,"*",0.024,"A",2.37,"A",0.46,"A",3.58,"A",1.07,"A",0.08,"A",0.74,"A",1.31,"A",11.033,"A",1.06,"D*"
"63","CF002",1,"GSLOOK",2009,2008-12-01 16:05:00,"4484","F",19.05,3090.98,8.15,"A",7.5,"A",30.7,"A",16,"A",4.2,"A",7.21,"A",0.029,"A",0.022,"A",0.007,"D",0.008,"A",0.06,"A",0.04,"A",0.02,"D*",0.02,"D",NA,"N",NA,"N",0.01,"*",0.012,"A",2.04,"A",0.4,"A",2.99,"A",0.8,"A",0.08,"A",0.73,"A",1.05,"A",9.899,"A",1.1,"D*"
"64","CF002",1,"GSLOOK",2009,2008-12-23 11:30:00,"4495","P",21.81,1209.1,3.65,"A",7.5,"A",32.7,"A",17.62,"A",6.65,"A",7.61,"A",0.035,"A",0.023,"A",0.012,"D",0.007,"A",0.13,"A",0.04,"A",0.03,"D*",0.09,"D",NA,"N",NA,"N",0.01,"*",0,"*",2.19,"A",0.42,"A",3.32,"A",0.85,"A",0.09,"A",0.76,"A",0.93,"A",5.499,"Q",1.11,"D*"
"65","CF002",1,"GSLOOK",2009,2009-01-13 12:55:00,"4506","F",21.06,18157.87,52.93,"A",7.3,"A",24.7,"A",12.96,"A",58.41,"A",6.46,"A",0.072,"A",0.027,"A",0.045,"D",0.01,"A",0.14,"A",0.04,"A",0.02,"D*",0.1,"D",NA,"N",NA,"N",0.004,"*",0.013,"A",1.76,"A",0.35,"A",2.53,"A",0.6,"A",0.09,"A",0.66,"A",1.15,"A",13.265,"A",1.09,"D*"
"66","CF002",1,"GSLOOK",2009,2009-02-03 15:35:00,"4517","F",21.11,4298.13,12.56,"A",7.4,"A",26.9,"A",14.29,"A",2.6,"A",7.28,"A",0.029,"A",0.022,"A",0.007,"D",0.008,"A",0.07,"A",0.06,"A",0.04,"D*",0.01,"D",NA,"N",NA,"N",0.009,"*",0.009,"A",1.88,"A",0.37,"A",2.69,"A",0.75,"A",0.09,"A",0.66,"A",0.79,"A",6.605,"A",1.08,"D*"
"67","CF002",1,"GSLOOK",2009,2009-02-24 17:58:00,"4529","F",21.1,2222.16,6.49,"A",7.5,"A",29.3,"A",15.67,"A",1.34,"A",7.55,"A",0.022,"A",0.02,"A",0.002,"D",0.009,"A",0.04,"A",0.04,"A",0.03,"D*",0,"D",NA,"N",NA,"N",0.009,"*",0,"*",2.01,"A",0.36,"A",2.94,"A",0.81,"A",0.08,"A",0.64,"A",0.68,"A",7.243,"A",1.08,"D*"
"68","CF002",1,"GSLOOK",2009,2009-03-19 08:45:00,"4540","F",22.62,4983.23,15.6,"A",7.5,"A",28.4,"A",15,"A",1.88,"A",7.35,"A",0.025,"A",0.022,"A",0.003,"D",0.01,"A",0.04,"A",0.05,"A",0.05,"D*",0,"D",NA,"N",NA,"N",0.003,"*",0,"*",1.98,"A",0.34,"A",2.82,"A",0.74,"A",0.09,"A",0.63,"A",0.9,"A",8.105,"A",1.09,"D*"
"69","CF002",1,"GSLOOK",2009,2009-04-07 14:13:00,"4551","F",19.23,5587.06,14.87,"A",7.5,"A",28.5,"A",15.37,"A",1.09,"A",7.31,"A",0.026,"A",0.024,"A",0.002,"D",0.011,"A",0.04,"A",0.03,"A",0.02,"D*",0.01,"D",NA,"N",NA,"N",0.006,"*",0,"*",1.93,"A",0.34,"A",2.71,"A",0.73,"A",0.09,"A",0.64,"A",0.83,"A",6.802,"A",1.15,"D*"
"70","CF002",1,"GSLOOK",2009,2009-04-28 14:15:00,"4562","F",21,5056.74,14.7,"A",7.4,"A",25.7,"A",13.62,"A",1.29,"A",6.4,"A",0.022,"A",0.017,"A",0.005,"D",0.011,"A",0.08,"A",0.05,"A",0.03,"D*",0.03,"D",NA,"N",NA,"N",0.01,"*",0.007,"A",1.73,"A",0.36,"A",2.47,"A",0.71,"A",0.08,"A",0.61,"A",0.75,"A",7.43,"A",1.11,"D*"
"71","CF002",1,"GSLOOK",2009,2009-05-20 18:25:00,"4574","F",22.17,6144.78,18.86,"A",7.4,"A",25.8,"A",13.75,"A",2.2,"A",6.26,"A",0.023,"A",0.019,"A",0.004,"D",0.007,"A",0.08,"A",0.07,"A",0.05,"D",0.01,"D",NA,"N",NA,"N",0.018,"A",0.007,"A",1.69,"A",0.35,"A",2.46,"A",0.71,"A",0.07,"A",0.57,"A",0.95,"A",8.443,"A",1.12,"D"
"72","CF002",1,"GSLOOK",2009,2009-06-08 17:50:00,"4585","F",18.98,2318.58,6.09,"A",7.5,"A",27.8,"A",15.29,"A",1.83,"A",6.79,"A",0.024,"A",0.022,"A",0.002,"D",0.006,"A",0.06,"A",0.05,"A",0.05,"D*",0.01,"D",NA,"N",NA,"N",0.004,"*",0.001,"*",1.79,"A",0.41,"A",2.75,"A",0.77,"A",0.07,"A",0.55,"A",0.8,"A",7.003,"A",1.13,"D*"
"73","CF002",1,"GSLOOK",2009,2009-06-30 13:10:00,"4596","F",21.81,1066.81,3.22,"A",7.6,"A",33.4,"A",18.71,"A",2.45,"A",8.11,"A",0.026,"A",0.023,"A",0.003,"D",0.008,"A",0.08,"A",0.05,"A",0.05,"D*",0.03,"D",NA,"N",NA,"N",0.002,"*",0.001,"*",2.17,"A",0.48,"A",3.26,"A",0.87,"A",0.07,"A",0.63,"A",0.87,"A",7.681,"A",1.16,"D*"
"74","CF002",1,"GSLOOK",2009,2009-07-21 14:55:00,"4607","F",21.07,606.8,1.77,"A",7.6,"A",36.8,"A",19.46,"A",1.77,"A",8.58,"A",0.026,"A",0.024,"A",0.002,"D",0.01,"A",0.05,"A",0.04,"A",0.04,"D*",0.01,"D",NA,"N",NA,"N",0.001,"*",0.001,"*",2.39,"A",0.53,"A",3.57,"A",0.93,"A",0.07,"A",0.71,"A",1.03,"A",7.588,"A",1.11,"D*"
"75","CF002",1,"GSLOOK",2009,2009-08-10 11:00:00,"4618","F",19.84,400.6,1.1,"A",7.6,"A",39.1,"A",20.92,"A",1.54,"A",8.96,"A",0.031,"A",0.023,"A",0.008,"D",0.009,"A",0.05,"A",0.03,"A",0.03,"D*",0.02,"D",NA,"N",NA,"N",0,"*",0,"*",2.57,"A",0.6,"A",3.76,"A",0.96,"A",0.07,"A",0.71,"A",1.2,"A",7.188,"A",1.13,"D*"
"76","CF002",1,"GSLOOK",2009,2009-09-02 11:00:00,"4629","F",23,317.23,1.01,"A",7.6,"A",39.3,"A",20.42,"A",1.28,"A",8.81,"A",0.029,"A",0.026,"A",0.003,"D",0.01,"A",0.04,"A",0.02,"A",0.02,"D*",0.02,"D",NA,"N",NA,"N",0.002,"*",0,"*",2.55,"A",0.58,"A",3.8,"A",0.97,"A",0.07,"A",0.75,"A",0.95,"A",8.006,"A",1.1,"D*"
"77","CF002",1,"GSLOOK",2009,2009-09-23 11:45:00,"4641","F",21.03,291.98,0.85,"A",7.6,"A",40.6,"A",20.75,"A",1.14,"A",8.69,"A",0.025,"A",0.026,"A",0,"D",0.011,"A",0.05,"A",0.04,"A",0.04,"D*",0.01,"D",NA,"N",NA,"N",0.001,"*",0,"*",2.54,"A",0.56,"A",3.91,"A",1.12,"A",0.08,"A",0.85,"A",1.04,"A",7.282,"A",1.08,"D*"
"78","CF002",1,"GSLOOK",2010,2009-10-14 10:27:00,"4652","F",20.95,282.83,0.82,"A",7.6,"A",39.6,"A",20.25,"A",0.88,"A",8.42,"A",0.024,"A",0.025,"A",0,"D",0.011,"A",0.03,"A",0.04,"A",0.03,"D*",0,"D",NA,"N",NA,"N",0.012,"A",0.001,"*",2.49,"A",0.51,"A",3.72,"A",0.88,"A",0.08,"A",0.85,"A",0.93,"A",7.096,"A",1.14,"D*"
"79","CF002",1,"GSLOOK",2010,2009-11-03 14:45:00,"4663","F",20.18,812.69,2.27,"A",7.6,"A",40.5,"A",19.5,"A",2.27,"A",8.19,"A",0.028,"A",0.024,"A",0.004,"D",0.009,"A",0.13,"A",0.03,"A",0.02,"D*",0.1,"D",NA,"N",NA,"N",0.013,"A",0,"*",2.39,"A",0.5,"A",3.7,"A",0.86,"A",0.08,"A",0.9,"A",1.53,"A",6.774,"A",1.13,"D*"
"80","CF002",1,"GSLOOK",2010,2009-11-24 15:30:00,"4674","F",21.03,2311.82,6.73,"A",7.3,"A",33.4,"A",16.67,"A",3.69,"A",7.45,"A",0.028,"A",0.021,"A",0.007,"D",0.01,"A",0.1,"A",0.06,"A",0.05,"D",0.04,"D",NA,"N",NA,"N",0.012,"A",0.003,"A",2.1,"A",0.41,"A",3.07,"A",0.69,"A",0.09,"A",0.83,"A",1.41,"A",6.721,"A",1.16,"D"
"81","CF002",1,"GSLOOK",2010,2009-12-15 15:45:00,"4686","P",21.01,2210.95,6.43,"E",7.4,"A",30.9,"A",15.54,"A",9.11,"A",5.63,"A",0.026,"A",0.017,"A",0.009,"D",0.007,"A",0.09,"A",0.03,"A",0.03,"D*",0.06,"D",NA,"N",NA,"N",0,"*",0,"*",2.05,"A",0.37,"A",2.84,"A",0.71,"A",0.09,"A",0.82,"A",0.9,"A",4.747,"Q",1.14,"D*"
"82","CF002",1,"GSLOOK",2010,2010-01-05 13:00:00,"4697","F",20.89,7191.37,20.79,"A",7.4,"A",27.8,"A",14.12,"A",60.82,"A",6.92,"A",0.035,"A",0.026,"A",0.009,"D",0.01,"A",0.12,"A",0.09,"A",0.06,"D",0.03,"D",NA,"N",NA,"N",0.014,"A",0.02,"A",1.85,"A",0.37,"A",2.67,"A",0.55,"A",0.09,"A",0.76,"A",1.13,"A",7.585,"A",1.16,"D"
"83","CF002",1,"GSLOOK",2010,2010-01-26 18:00:00,"4708","F",21.21,5603.51,16.45,"A",7.4,"A",28.7,"A",14.54,"A",36.65,"A",7.18,"A",0.032,"A",0.025,"A",0.007,"D",0.013,"A",0.08,"A",0.07,"A",0.04,"D",0.01,"D",NA,"N",NA,"N",0.012,"A",0.02,"A",1.83,"A",0.35,"A",2.65,"A",0.46,"A",0.09,"A",0.71,"A",0.91,"A",7.313,"A",1.23,"D"
"84","CF002",1,"GSLOOK",2010,2010-02-16 19:05:00,"4719","F",21.05,2842.36,8.28,"A",7.5,"A",31.3,"A",16.04,"A",10.5,"A",7.71,"A",0.036,"A",0.026,"A",0.01,"D",0.013,"A",0.09,"A",0.07,"A",0.04,"D",0.02,"D",NA,"N",NA,"N",0.028,"A",0.005,"A",1.99,"A",0.38,"A",2.92,"A",0.5,"A",0.09,"A",0.71,"A",0.85,"A",6.844,"A",1.22,"D"
"85","CF002",1,"GSLOOK",2010,2010-03-08 16:55:00,"4731","F",19.91,2558.14,7.05,"A",7.5,"A",30.5,"A",15.75,"A",9.76,"A",7.76,"A",0.03,"A",0.022,"A",0.008,"D",0.009,"A",0.06,"A",0.06,"A",0.05,"D*",0,"D",NA,"N",NA,"N",0.006,"*",0,"*",1.88,"A",0.38,"A",2.94,"A",0.58,"A",0.09,"A",0.83,"A",0.8,"A",6.399,"A",1.2,"D*"
"86","CF002",1,"GSLOOK",2010,2010-03-30 16:10:00,"4742","F",21.97,3285.21,9.99,"A",7.5,"A",30.4,"A",15.5,"A",12.13,"A",7.53,"A",0.031,"A",0.02,"A",0.011,"D",0.008,"A",0.07,"A",0.05,"A",0.04,"D*",0.02,"D",NA,"N",NA,"N",0.006,"*",0,"*",1.9,"A",0.38,"A",2.92,"A",0.58,"A",0.09,"A",0.81,"A",0.95,"A",6.341,"A",1.18,"D*"
"87","CF002",1,"GSLOOK",2010,2010-04-21 08:45:00,"4753","F",21.69,5109.12,15.34,"A",7.4,"A",29.1,"A",14.96,"A",8.77,"A",7.35,"A",0.03,"A",0.023,"A",0.007,"D",0.008,"A",0.05,"A",0.04,"A",0.03,"D",0.01,"D",NA,"N",NA,"N",0.012,"A",0.002,"A",1.78,"A",0.36,"A",2.78,"A",0.55,"A",0.09,"A",0.74,"A",0.83,"A",7.235,"A",1.2,"D"
"88","CF002",1,"GSLOOK",2010,2010-05-11 18:40:00,"4764","F",20.41,4356.6,12.31,"A",7.5,"A",27.8,"A",14.37,"A",7.74,"A",6.93,"A",0.022,"A",0.01,"A",0.012,"D",0.006,"A",0.07,"A",0.05,"A",0.04,"D*",0.02,"D",NA,"N",NA,"N",0.014,"A",0,"*",1.66,"A",0.35,"A",2.61,"A",0.53,"A",0.08,"A",0.67,"A",0.8,"A",6.524,"A",1.22,"D*"
"89","CF002",1,"GSLOOK",2010,2010-06-01 14:45:00,"4775","F",20.84,3054.54,8.81,"A",7.4,"A",28.2,"A",14.71,"A",6.78,"A",7.11,"A",0.018,"A",0.011,"A",0.007,"D",0.008,"A",0.07,"A",0.04,"A",0.04,"D*",0.03,"D",NA,"N",NA,"N",0.005,"*",0,"*",1.7,"A",0.35,"A",2.67,"A",0.56,"A",0.08,"A",0.66,"A",0.92,"A",6.872,"A",1.21,"D*"
"90","CF002",1,"GSLOOK",2010,2010-06-22 12:35:00,"4787","F",20.91,6726.95,19.47,"A",7.4,"A",29.4,"A",15.08,"A",10.77,"A",7.03,"A",0.024,"A",0.012,"A",0.012,"D",0.008,"A",0.08,"A",0.03,"A",0.02,"D*",0.05,"D",NA,"N",NA,"N",0.008,"*",0,"*",1.68,"A",0.36,"A",2.76,"A",0.56,"A",0.08,"A",0.64,"A",0.91,"A",8.04,"A",1.22,"D*"
"91","CF002",1,"GSLOOK",2010,2010-07-13 14:05:00,"4798","F",21.06,1142.19,3.33,"A",7.6,"A",36,"A",18.92,"A",4.22,"A",8.64,"A",0.018,"A",0.016,"A",0.002,"D",0.01,"A",0.05,"A",0.04,"A",0.03,"D*",0.01,"D",NA,"N",NA,"N",0.013,"A",0.001,"*",2.07,"A",0.47,"A",3.42,"A",0.58,"A",0.08,"A",0.74,"A",0.99,"A",6.963,"A",1.26,"D*"
"92","CF002",1,"GSLOOK",2010,2010-08-02 15:45:00,"4809","F",20.07,619.15,1.72,"A",7.6,"A",39.1,"A",20.15,"A",2.23,"A",9.13,"A",0.016,"A",0.012,"A",0.004,"D",0.01,"A",0.04,"A",0.04,"A",0.04,"D*",0,"D",NA,"N",NA,"N",0.001,"*",0,"*",2.21,"A",0.5,"A",3.7,"A",0.71,"A",0.08,"A",0.8,"A",1,"A",6.62,"A",1.22,"D*"
"93","CF002",1,"GSLOOK",2010,2010-08-25 10:40:00,"4820","F",22.79,415.29,1.31,"A",7.6,"A",40.3,"A",20.87,"A",7.15,"A",9.23,"A",0.021,"A",0.015,"A",0.006,"D",0.008,"A",0.08,"A",0.05,"A",0.05,"D*",0.03,"D",NA,"N",NA,"N",0,"*",0,"*",2.44,"A",0.52,"A",3.65,"A",0.76,"A",0.07,"A",0.82,"A",0.96,"A",7.45,"A",1.22,"D*"
"94","CF002",1,"GSLOOK",2010,2010-09-14 10:40:00,"4831","F",20,382.9,1.06,"A",7.6,"A",39.5,"A",20.79,"A",4.33,"A",8.94,"A",0.019,"A",0.014,"A",0.005,"D",0.01,"A",0.05,"A",0.03,"A",0.03,"D*",0.02,"D",NA,"N",NA,"N",0.002,"*",0,"*",2.42,"A",0.48,"A",3.71,"A",0.76,"A",0.08,"A",1.1,"A",0.94,"A",6.436,"A",1.24,"D*"
"95","CF002",1,"GSLOOK",2011,2010-10-05 12:45:00,"4842","F",21.09,520.75,1.52,"A",7.5,"A",40.8,"A",21.17,"A",5.55,"A",8.88,"A",0.021,"A",0.012,"A",0.009,"D",0.009,"A",0.07,"A",0.04,"A",0.04,"D*",0.03,"D",NA,"N",NA,"N",0.003,"*",0.001,"*",2.53,"A",0.53,"A",3.97,"A",0.85,"A",0.07,"A",0.83,"A",1.27,"A",6.819,"A",1.15,"D*"
"96","CF002",1,"GSLOOK",2011,2010-10-25 15:15:00,"4854","P",20.1,671.99,1.87,"A",7.6,"A",41.3,"A",21.29,"A",1.47,"A",8.85,"A",0.016,"A",0.014,"A",0.002,"D",0.011,"A",0.04,"A",0.01,"*",0.01,"D*",0.03,"D*",NA,"N",NA,"N",0.005,"*",0,"*",2.49,"A",0.53,"A",3.97,"A",0.88,"A",0.08,"A",0.79,"A",0.84,"A",5.048,"Q",1.16,"D*"
"97","CF002",1,"GSLOOK",2011,2010-11-17 13:35:00,"4865","F",22.93,2952.06,9.37,"A",7.5,"A",33.4,"A",17.12,"A",1.82,"A",7.54,"A",0.014,"A",0.014,"A",0,"D",0.011,"A",0.1,"A",0.07,"A",0.04,"D",0.03,"D",NA,"N",NA,"N",0.018,"A",0.009,"A",2.14,"A",0.44,"A",3.27,"A",0.71,"A",0.08,"A",0.96,"A",1.15,"A",7.091,"A",1.15,"D"
"98","CF002",1,"GSLOOK",2011,2010-12-07 16:35:00,"4876","F",20.13,5302.07,14.77,"A",7.5,"A",31.6,"A",16.25,"A",4.85,"A",7.45,"A",0.023,"A",0.012,"A",0.011,"D",0.011,"A",0.1,"A",0.04,"A",0.03,"D*",0.06,"D",NA,"N",NA,"N",0.015,"A",0,"*",2.07,"A",0.4,"A",3.05,"A",0.64,"A",0.09,"A",0.76,"A",0.96,"A",6.44,"A",1.15,"D*"
"99","CF002",1,"GSLOOK",2011,2010-12-28 17:20:00,"4887","F",21.03,9539.21,27.77,"A",7.3,"A",28.7,"A",14.46,"A",7.43,"A",7.02,"A",0.024,"A",0.014,"A",0.01,"D",0.012,"A",0.08,"Q",0.12,"Q",0.1,"DQ",0,"DQ",NA,"N",NA,"N",0.014,"A",0.005,"A",1.87,"A",0.37,"A",2.66,"A",0.57,"A",0.08,"A",0.7,"A",0.92,"A",9.172,"A",1.16,"D"
"100","CF002",1,"GSLOOK",2011,2011-01-18 16:40:00,"4898","N",20.97,12122.05,35.19,"A",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N",NA,"N"
"101","CF002",1,"GSLOOK",2011,2011-02-09 10:25:00,"4910","F",21.74,4639.12,13.96,"A",7.3,"A",30.1,"A",14.37,"A",3.48,"A",7.35,"A",0.016,"A",0.013,"A",0.003,"D",0.012,"A",0.05,"A",0.04,"A",0.02,"D*",0.01,"D",NA,"N",NA,"N",0.009,"*",0.007,"A",1.87,"A",0.36,"A",2.7,"A",0.62,"A",0.08,"A",0.64,"A",0.68,"A",7.888,"A",1.13,"D*"
"102","CF002",1,"GSLOOK",2011,2011-03-01 14:50:00,"4921","P",20.18,2090.29,5.84,"A",7.3,"A",30.8,"A",15.08,"A",1.95,"A",7.6,"A",0.016,"A",0.013,"A",0.003,"D",0.011,"A",0.04,"A",0.03,"A",0.03,"D*",0.01,"D",NA,"N",NA,"N",0.004,"*",0,"*",1.93,"A",0.36,"A",2.92,"A",0.67,"A",0.09,"A",0.68,"A",0.69,"A",6.063,"Q",1.11,"D*"
"103","CF002",1,"GSLOOK",2011,2011-03-23 09:37:00,"4932","F",21.78,6503.81,19.61,"A",7.4,"A",29.7,"A",14.87,"A",3.18,"A",7.67,"A",0.02,"A",0.015,"A",0.005,"D",0.014,"A",0.04,"A",0.03,"A",0.02,"D*",0.01,"D",NA,"N",NA,"N",0.01,"*",0,"*",1.97,"A",0.35,"A",2.81,"A",0.61,"A",0.09,"A",0.67,"A",0.84,"A",8.259,"A",1.13,"D*"
"104","CF002",1,"GSLOOK",2011,2011-04-13 12:55:00,"4943","F",21.14,7953.24,23.27,"A",7.4,"A",28,"A",14.21,"A",2.77,"A",7.11,"A",0.017,"A",0.013,"A",0.004,"D",0.011,"A",0.05,"A",0.03,"A",0.02,"D*",0.02,"D",NA,"N",NA,"N",0.012,"A",0,"*",1.8,"A",0.34,"A",2.64,"A",0.65,"A",0.09,"A",0.62,"A",0.75,"A",9.298,"A",1.13,"D*"
"105","CF002",1,"GSLOOK",2011,2011-05-02 14:35:00,"4954","F",19.07,7292.78,19.25,"A",7.4,"A",27.8,"A",13.96,"A",6.26,"A",6.97,"A",0.017,"A",0.012,"A",0.005,"D",0.011,"A",0.05,"A",0.03,"A",0.02,"D*",0.02,"D",NA,"N",NA,"N",0.01,"*",0,"*",1.83,"A",0.32,"A",2.58,"A",0.81,"A",0.09,"A",0.62,"A",0.77,"A",7.924,"A",1.07,"D*"
"106","CF002",1,"GSLOOK",2011,2011-05-25 15:25:00,"4966","F",23.03,4892.64,15.6,"A",7.2,"A",26.1,"A",13.17,"A",1.08,"A",6.54,"A",0.013,"A",0.008,"A",0.005,"D",0.009,"A",0.04,"A",0.02,"A",0.01,"D*",0.02,"D",NA,"N",NA,"N",0.009,"*",0,"*",1.66,"A",0.3,"A",2.41,"A",0.79,"A",0.08,"A",0.63,"A",0.71,"A",8.23,"A",1.08,"D*"
"107","CF002",1,"GSLOOK",2011,2011-06-14 14:25:00,"4977","F",19.96,5476.65,15.13,"A",7.4,"A",26.4,"A",13.29,"A",1.42,"A",6.45,"A",0.011,"A",0.008,"A",0.003,"D",0.007,"A",0.04,"A",0.02,"A",0,"D*",0.02,"D",NA,"N",NA,"N",0.017,"A",0.001,"*",1.68,"A",0.31,"A",2.46,"A",0.8,"A",0.08,"A",0.67,"A",0.81,"A",7.188,"A",1.07,"D*"
"108","CF002",1,"GSLOOK",2011,2011-07-05 14:20:00,"4988","F",21,2153.92,6.26,"A",7.4,"A",29.1,"A",14.21,"A",2.75,"A",6.96,"A",0.013,"A",0.008,"A",0.005,"D",0.007,"A",0.05,"A",0.03,"A",0.02,"D*",0.02,"D",NA,"N",NA,"N",0.014,"A",0,"*",1.81,"A",0.39,"A",2.78,"A",0.87,"A",0.07,"A",0.93,"A",0.83,"A",7.638,"A",1.05,"D*"
"109","CF002",1,"GSLOOK",2011,2011-07-26 09:20:00,"5000","F",20.79,948.59,2.73,"A",7.6,"A",34.6,"A",17.58,"A",1.74,"A",8.16,"A",0.017,"A",0.011,"A",0.006,"D",0.009,"A",0.05,"A",0.03,"A",0.02,"D*",0.02,"D",NA,"N",NA,"N",0.008,"*",0,"*",2.18,"A",0.48,"A",3.29,"A",1.03,"A",0.07,"A",0.64,"A",0.96,"A",7.578,"A",1.05,"D*"
"110","CF002",1,"GSLOOK",2011,2011-08-16 13:40:00,"5011","F",21.18,610.54,1.79,"A",7.6,"A",37.6,"A",18.87,"A",1.9,"A",8.8,"A",0.017,"A",0.012,"A",0.005,"D",0.01,"A",0.08,"A",0.02,"A",0.02,"D*",0.06,"D",NA,"N",NA,"N",0.005,"*",0,"*",2.43,"A",0.54,"A",3.57,"A",1.11,"A",0.07,"A",0.65,"A",0.81,"A",7.667,"A",1.03,"D*"
