ws,wy,dt,lnb,q.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,upt.,tdp.,partp.,pop.,utn.,tdm.,don.mg_l,ptn.mg_l,utk,tkn,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mg.mg_l,sos.mg_l,chl.mg_l,doc.mg_l,pvol,anca
GSWS10,1998,35878.42708,1990,10.12,7.5,38.3,18.46,0.87,9.06,0.041,0.042,0,0.034,0.02,0.02,0.01,0,0.02,0.02,0.006,0.001,2.27,0.18,3.82,0.94,0.13,1,,9.873,1.1
GSWS10,1998,35899.40625,2001,6.7,7.5,38.8,18.46,0.66,9.19,0.041,0.039,0.002,0.03,0.02,0.03,0.03,0,0.02,0.03,0.004,0.001,2.27,0.18,3.95,1,0.12,1.01,,9.911,1.06
GSWS10,1998,35920.36806,2013,2.54,7.6,47.3,22.04,0.67,9.67,0.035,0.032,0.003,0.026,0.04,0.03,0.02,0.01,0.04,0.03,0.012,0.001,2.67,0.21,4.86,1.21,0.13,1.25,,9.997,1.05
GSWS10,1998,35941.54514,2024,4.94,7.6,46.7,23.08,1.02,9.24,0.035,0.031,0.004,0.023,0.04,0.03,0.02,0.01,0.04,0.03,0.006,0.001,2.69,0.19,5.1,1.3,0.14,1.16,,9.114,1.04
GSWS10,1998,35962.34722,2036,4.4,7.6,44.4,21.79,1.34,9.46,0.039,0.034,0.005,0.025,0.07,0.04,0.03,0.03,0.07,0.04,0.007,0.001,2.57,0.19,4.8,1.17,0.15,0.68,,5.789,1.03
GSWS10,1998,35983.29861,2047,1.39,7.7,55.4,27.08,1.13,9.8,0.04,0.042,0,0.022,0.06,0.05,0.03,0.01,0.05,0.04,0.011,0.005,3.08,0.21,6.13,1.47,0.13,1.45,,10.119,1.05
GSWS10,1998,36004.32292,2059,0.63,7.8,64,28.37,1.42,9.94,0.031,0.03,0.001,0.019,0.07,0.06,0.02,0.01,0.06,0.05,0.026,0.009,3.56,0.23,6.7,1.61,0.19,2.99,,2.899,1.06
GSWS10,1998,36025.3375,2071,0.4,7.7,67.7,30.04,0.89,10.26,0.036,0.034,0.002,0.022,0.06,0.04,0.04,0.02,0.06,0.04,0.005,0.002,3.81,0.22,7.13,1.7,0.19,3.06,,7.516,1.05
GSWS10,1998,36046.44792,2087,0.24,7.8,72.9,30.46,0.19,9.66,0.034,0.032,0.002,0.023,0.07,0.07,0.04,0,0.05,0.05,0.011,0.019,4.1,0.25,7.68,1.84,0.23,4.36,,7.265,1.04
GSWS10,1998,36067.50278,2098,0.27,7.7,76.5,30.46,1.94,10.81,0.036,0.028,0.008,0.019,0.07,0.04,0.02,0.03,0.07,0.04,0.022,0.002,3.84,0.23,7.29,2.03,0.25,1.62,,9.106,0.95
GSWS10,1999,36088.41181,2110,0.84,7.6,62.9,25.92,0.74,8.74,0.039,0.038,0.001,0.027,0.07,0.05,0.04,0.02,0.07,0.05,0.009,0.004,3.43,0.28,6.62,1.6,,,,10.931,
GSWS10,1999,36109.45486,2121,1.18,7.6,56.4,23.71,1.06,8.35,0.046,0.048,0,0.038,0.06,0.05,0.04,0.01,0.06,0.05,0.006,0.001,3.19,0.26,5.99,1.45,0.23,3.05,,10.688,1.02
GSWS10,1999,36131.42014,2133,26.1,7.4,32.4,15.54,3.78,7.67,0.047,0.037,0.01,0.03,0.05,0.04,0.03,0.01,0.05,0.04,0.01,0.002,1.99,0.2,3.47,0.85,0.1,0.97,,15.231,1.03
GSWS10,1999,36151.41944,2144,21.32,7.4,31.2,15.12,2.99,8.76,0.043,0.039,0.004,0.037,0.02,0.02,0.01,0,0.02,0.02,0.008,0.001,1.86,0.19,3.33,0.8,0.09,0.79,,13.642,1.05
GSWS10,1999,36172.45347,2155,34.5,7.3,29.6,15.29,133.22,8.46,0.096,0.046,0.05,0.033,0.16,0.03,0.03,0.13,0.16,0.03,0.004,0.001,1.89,0.2,3.2,0.78,0.1,0.75,,13.574,1.08
GSWS10,1999,36193.38542,2166,33.91,7.3,30.7,15.29,0.73,8.86,0.045,0.044,0.001,0.036,0.02,0.02,0.02,0,0.02,0.02,0.004,0.001,1.83,0.18,3.2,0.78,0.1,0.72,,10.594,1.09
GSWS10,1999,36214.48264,2181,31.98,7.4,29,14.42,0.99,8.48,0.044,0.042,0.002,0.037,0.02,0.02,0.01,0,0.02,0.02,0.007,0.001,1.77,0.17,3.08,0.74,0.1,0.69,,16.018,1.07
GSWS10,1999,36235.46181,2192,22.82,7.4,31.4,15.58,0.67,8.87,0.048,0.047,0.001,0.036,0.01,0.01,0.01,0,0.01,0.01,0.003,0.001,1.88,0.18,3.17,0.81,0.1,0.62,,13.387,1.09
GSWS10,1999,36256.31736,2204,7.23,7.5,35.7,17.42,0.51,9.12,0.053,0.054,0,0.033,0.01,0.02,0.01,0,0.01,0.02,0.006,0.001,2.1,0.18,3.59,0.93,0.12,0.87,,10.934,1.09
GSWS10,1999,36277.39583,2215,4.82,7.5,38.2,19.21,0.25,9.5,0.039,0.039,0,0.032,0.02,0.02,0.02,0,0.02,0.02,0.002,0,2.3,0.21,3.95,0.96,0.12,0.92,,10.903,1.1
GSWS10,1999,36298.59722,2227,9,7.6,37.5,18.83,0.59,8.93,0.041,0.037,0.004,0.029,0.04,0.02,0.02,0.02,0.04,0.02,0.002,0,2.27,0.22,3.95,0.96,0.11,0.81,,10.867,1.07
