ws,wy,dt,lnb,q.cm,ph.,cnd.us_s,alk.mg_l,sed.mg_l,slc.mg_l,upt.,tdp.,partp.,pop.,utn.,tdm.,don.mg_l,ptn.mg_l,utk,tkn,nhn.mg_l,non.mg_l,sod.mg_l,pot.mg_l,cal.mg_l,mg.mg_l,sos.mg_l,chl.mg_l,doc.mg_l,pvol,anca
GSWS06,2017,42767.60764,6069,13.01,7.6,40.2,20.84,1.33,7.98,0.014,0.011,0.003,0.013,0.02,0.01,0.01,0.01,,,0.003,0.001,2.2,0.36,4.24,1.1,0.08,0.64,0.45,7.71,1.08
GSWS06,2017,42788.59028,6080,30.11,7.6,40.1,20.52,44.84,7.5,0.019,0.013,0.006,0.015,0.01,0.01,0.01,0,,,0.004,0.001,2.14,0.37,4.34,1.12,0.08,0.62,0.46,13.27,1.05
GSWS06,2017,42809.55556,6091,26.34,7.5,38.4,19.39,33.19,7.31,0.018,0.011,0.007,0.014,0.01,0,0,0.01,,,0.003,0.001,2.04,0.35,4.13,1.06,0.07,0.6,0.44,12.25,1.05
GSWS06,2017,42830.65278,6102,27.56,7.6,39,19.21,4.04,7.65,0.01,0.011,0,0.012,0,0.01,0,0,,,0.007,0.001,2.11,0.35,4.28,1.09,0.07,0.6,0.43,12.01,1
GSWS06,2017,42851.58333,6113,10.3,7.7,37.5,18.77,2.43,8.07,0.012,0.01,0.002,0.013,0.01,0,0,0.01,,,0.003,0.001,2.08,0.35,4.04,1.05,0.07,0.59,0.51,7.33,1.03
GSWS06,2017,42872.57292,6124,12.35,7.6,38.7,19.21,1.33,8.28,0.012,0.011,0.001,0.012,0.01,0,0,0.01,,,0.002,0.001,2.15,0.36,4.19,1.08,0.08,0.61,0.56,7.8,1.02
GSWS06,2017,42893.45139,6135,4.47,7.6,38.2,18.95,1.2,8.5,0.013,0.012,0.001,0.012,0.01,0.01,0,0,,,0.008,0,2.16,0.37,4.05,1.06,0.07,0.62,0.58,6.61,1.02
GSWS06,2017,42914.55556,6146,1.73,7.5,39.4,18.87,0.69,9,0.014,0.014,0,0.014,0.02,0.01,0,0.01,,,0.006,0,2.2,0.39,4.12,1.11,0.07,1.03,0.77,6.61,1.02
GSWS06,2017,42934.58333,6157,0.76,7.5,39.5,20.42,0.86,9.16,0.018,0.016,0.002,0.016,0.01,0.01,0,0,,,0.007,0,2.34,0.41,4.12,1.08,0.08,0.62,0.74,6.34,1.06
GSWS06,2017,42954.75,6168,0.31,7.5,40,20.38,1.89,9.68,0.022,0.019,0.003,0.021,0.02,0.02,0.01,0,,,0.007,0,2.49,0.45,4.05,1.07,0.08,0.63,0.83,6.57,1.05
GSWS06,2017,42977.52083,6179,0.11,7.4,40.1,20.34,6.96,10.12,0.025,0.02,0.005,0.022,0.05,0.02,0.01,0.03,,,0.009,0,2.6,0.47,3.82,1.03,0.07,0.62,0.64,7.28,1.07
GSWS06,2017,42998.58681,6190,0.2,7.5,41.6,20.9,2.95,9.73,0.032,0.028,0.004,0.029,0.05,0.04,0.03,0.01,,,0.006,0,2.69,0.49,4.14,1.08,0.08,0.7,1.25,5.94,1.05
GSWS06,2018,43018.66319,6201,0.17,7.4,37.1,19.25,1.49,8.69,0.029,0.026,0.003,0.024,0.06,0.05,0.02,0.01,,,0.033,0,2.28,0.4,3.74,0.97,0.08,0.7,1.01,5.26,1.09
GSWS06,2018,43040.67014,6212,4.24,7.4,36.1,18.69,2.41,7.91,0.03,0.022,0.008,0.021,0.03,0.03,0.02,0,,,0.008,0,2.08,0.37,3.85,1.01,0.08,0.67,0.85,7.52,1.06
GSWS06,2018,43060.38889,6223,9.31,7.4,36.3,19.01,2.62,7.78,0.022,0.018,0.004,0.019,0.03,0.02,0.01,0.01,,,0.009,0,2.05,0.37,3.92,1.05,0.08,0.62,0.62,7.65,1.06
GSWS06,2018,43082.72917,6234,16.83,7.6,,20.49,1.2,8.33,0.014,0.013,0.001,0.014,0.01,0.02,0.01,0,,,0.014,0,2.1,0.35,4.26,1.01,0.08,0.59,0.37,10.05,1.09
GSWS06,2018,43103.71181,6245,6.21,7.5,,19.87,0.66,8.59,0.013,0.013,0,0.014,0.01,0.01,0,0,,,0.009,0,2.11,0.36,4.09,1.07,0.08,0.6,0.41,7.2,1.07
GSWS06,2018,43123.65278,6256,10.36,7.5,,21.01,0.8,8.27,0.015,0.012,0.003,0.013,0.01,0.01,0,0,,,0.011,0,2.16,0.35,4.19,1.08,0.08,0.58,0.41,7.37,1.1
GSWS06,2018,43145.57639,6267,19.48,7.5,,21.81,1.65,8.23,0.013,0.013,0,0.013,0.01,0.01,0,0,,,0.008,0,2.13,0.36,4.3,1.17,0.07,0.58,0.37,10.85,1.11
GSWS06,2018,43165.48264,6278,4.43,7.5,,19.36,0.59,8.3,0.013,0.013,0,0.014,0.01,0.02,0.01,0,,,0.01,0,2.06,0.35,3.9,1.05,0.07,0.58,0.38,6.75,1.08
GSWS06,2018,43187.6875,6289,17.52,7.5,,20.41,2.17,8.45,0.015,0.012,0.003,0.013,0.01,0.02,0.01,0,,,0.012,0.001,2.14,0.34,4.24,1.1,0.07,0.58,0.41,9.45,1.06
GSWS06,2018,43208.63889,6300,16.42,7.6,,20.75,0.9,8.61,0.012,0.01,0.002,0.012,0.01,0,0,0.01,,,0.005,0,2.12,0.36,4.33,1.11,0.07,0.64,0.39,8.67,1.07
GSWS06,2018,43229.64583,6311,7.47,7.6,,20.72,1,8.72,0.011,0.011,0,0.011,0.01,0.01,0,0,,,0.011,0,2.22,0.37,4.5,1.14,0.07,0.58,0.47,7.49,1.02
GSWS06,2018,43250.75347,6322,1.73,7.5,,20.51,0.39,8.94,0.013,0.013,0,0.013,0.01,0.01,0.01,0,,,0.004,0,2.28,0.38,4.29,1.13,0.07,0.6,0.53,7.18,1.04
GSWS06,2018,43271.29514,6333,0.86,7.3,,20.54,1.43,8.86,0.033,0.029,0.004,0.028,0.04,0.05,0.04,0,,,0.015,0,2.31,0.41,4.12,1.13,0.07,0.65,1.06,5.29,1.06
GSWS06,2018,43291.65278,6344,0.43,7.5,,20.66,0.54,9.23,0.019,0.018,0.001,0.018,0.01,0.01,0.01,0,,,0.002,0.001,2.42,0.44,4.12,1.13,0.07,0.59,0.69,6.85,1.05
GSWS06,2018,43311.73958,6355,0.17,7.5,,21.12,0.85,9.96,0.023,0.022,0.001,0.021,0.04,0.02,0,0.02,,,0.018,0,2.58,0.46,4.19,1.12,0.07,0.62,0.61,6.89,1.05
GSWS06,2018,43334.625,6366,0.06,7.4,,21.72,0.56,10.4,0.025,0.024,0.001,0.025,0.03,0.02,0.01,0.01,,,0.009,0,2.78,0.51,4.28,1.12,0.07,0.62,0.56,8.05,1.04
GSWS06,2018,43355.65278,6377,0.02,7.5,,21.48,0.64,10.3,0.031,0.032,0,0.032,0.03,0.02,0.02,0.01,,,0.003,0,2.82,0.47,3.98,1.1,0.07,0.63,0.58,4.68,1.07
GSWS06,2019,43376.75,6388,,7.5,,21.86,1.46,10.4,0.034,0.032,0.002,0.035,0.02,0.01,0.01,0.01,,,0.005,0,2.92,0.48,4.19,1.1,0.07,0.64,0.63,6.83,1.05
GSWS06,2019,43396.60764,6399,,7.5,,21.81,1.21,10,0.041,0.039,0.002,0.041,0.03,0.03,0.02,0,,,0.012,0,2.81,0.5,4.19,1.12,0.08,0.74,1.01,6.78,1.07
GSWS06,2019,43418.70833,6410,,7.4,,20.29,0.49,8.89,0.033,0.035,0,0.034,0.07,0.06,0.05,0.01,,,0.008,0.001,2.55,0.44,3.99,1.08,0.08,0.79,1.29,7.82,1.06
GSWS06,2019,43439.51389,6421,,7.5,,19.38,0.64,8.39,0.024,0.023,0.001,0.023,0.03,0.02,0.01,0.01,,,0.006,0,2.33,0.4,3.78,1.02,0.08,0.73,0.99,7.47,1.08
GSWS06,2019,43462.48958,6432,,7.5,,19.66,2.24,8.16,0.018,0.016,0.002,0.017,0.02,0.01,0,0.01,,,0.007,0,2.06,0.38,3.91,1.05,0.08,0.68,0.68,9.27,1.1
GSWS06,2019,43480.54514,6443,,7.5,,20.6,0.48,8.48,0.014,0.014,0,0.015,0.01,0.02,0.01,0,,,0.015,0,2.13,0.36,4.01,1.1,0.08,0.65,0.43,4.66,1.11
GSWS06,2019,43502.65972,6454,,7.5,,21.9,0.78,8.89,0.014,0.013,0.001,0.014,0.01,0.01,0,0,,,0.005,0.001,2.11,0.36,4.36,1.14,0.07,0.61,0.4,9.32,1.12
GSWS06,2019,43524.5,6465,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSWS06,2019,43544.59375,6476,,7.4,,19.56,0.62,8.34,0.013,0.013,0,0.015,0.02,0.01,0,0.01,,,0.008,0,2.12,0.35,4.06,1.07,0.08,0.62,0.41,12.23,1.06
GSWS06,2019,43565.70486,6487,,7.5,,21.08,12.43,8.34,0.016,0.013,0.003,0.015,0.01,0.01,0,0,,,0.007,0,2.16,0.37,4.43,1.14,0.07,0.58,0.43,15.47,1.06
GSWS06,2019,43585.72917,6498,,7.4,,19.21,1.39,7.84,0.013,0.01,0.003,0.013,0.01,0.02,0.01,0,,,0.007,0,2,0.34,4,1.05,0.07,0.6,0.44,9.83,1.06
GSWS06,2019,43607.62153,6509,,7.4,,18.66,0.43,8.7,0.013,0.012,0.001,0.017,0.01,0.02,0.01,0,,,0.008,0,2.17,0.38,3.75,1.04,0.08,0.63,0.67,7.84,1.05
GSWS07,2002,37306.65,2779,4.07,7.4,36.4,18.83,1.18,9.16,0.026,0.022,0.004,0.017,0.02,0.02,0.01,0,0.02,0.02,0.008,0.001,2.1,0.48,3.74,1.02,0.05,0.69,0.66,5.756,1.07
GSWS07,2002,37327.64028,2795,16.79,7.4,33.2,16.71,3.43,8.08,0.024,0.02,0.004,0.014,0.03,0.02,0.02,0.01,0.03,0.02,0.001,0,1.85,0.46,3.4,0.9,0.06,0.57,0.63,14.283,1.06
GSWS07,2002,37349.73889,2808,13.63,7.5,32.9,17.46,1.55,8.25,0.027,0.023,0.004,0.015,0.02,0.02,0.02,0,0.02,0.02,0.004,0.001,1.87,0.44,3.3,0.89,0.06,0.61,,13.67,1.12
GSWS07,2002,37370.53472,2820,18.56,7.4,31.6,17.25,2.56,7.96,0.02,0.016,0.004,0.013,0.02,0.02,0.02,0,0.02,0.02,0.004,0.001,1.93,0.46,3.2,0.87,0.06,0.56,,15.359,1.12
GSWS07,2002,37391.39236,2832,3.1,7.4,38,20.29,1.14,9.11,0.025,0.023,0.002,0.016,0.02,0.01,0,0.01,0.02,0.01,0.014,0,2.22,0.52,3.89,1.09,0.06,0.51,,10.469,1.08
GSWS07,2002,37412.375,2844,1.49,7.6,42,22.79,1.02,10.14,0.042,0.028,0.014,0.021,0.02,0.01,0.01,0.01,0.02,0.01,0.003,0,2.33,0.53,4.32,1.23,0.05,0.48,,10.893,1.1
GSWS07,2002,37432.50694,2856,0.88,7.6,44.6,23.83,0.9,10.63,0.032,0.036,0,0.023,0.01,0.02,0.01,0,0.01,0.02,0.012,0.001,2.54,0.59,4.5,1.32,0.05,0.55,,10.432,1.08
GSWS07,2002,37452.625,2869,0.49,7.7,48.1,25.54,0.71,11.3,0.032,0.033,0,0.026,0.02,0.02,0.02,0,0.02,0.02,0.003,0,2.64,0.68,4.84,1.38,0.05,0.51,,10.516,1.09
GSWS07,2002,37474.46875,2881,0.32,7.7,50.2,26.79,0.47,11.65,0.033,0.036,0,0.027,0.01,0.02,0.01,0,0.01,0.02,0.006,0.001,2.88,0.7,5.15,1.45,0.05,0.56,,11.2,1.07
GSWS07,2002,37495.51736,2897,0.22,7.7,50.9,27.58,0.41,11.64,0.037,0.038,0,0.027,0.01,0.01,0.01,0,0.01,0.01,0.003,0,2.73,0.72,5.27,1.49,0.04,0.54,0.41,10.902,1.09
GSWS07,2002,37515.67569,2909,0.13,,,,0.3,,0.034,0.033,0.001,,,,,0,0.02,0.02,,,,,,,,,0.33,6.551,
GSWS07,2003,37538.57986,2921,0.18,7.6,51.7,27.29,0.25,11.63,0.036,0.035,0.001,0.029,0.02,0.02,0.02,0,0.02,0.02,0.005,0,2.77,0.72,5.37,1.51,0.04,0.58,,11.815,1.07
GSWS07,2003,37559.44653,2933,0.29,7.6,50.2,26.71,0.66,11.37,0.032,0.034,0,0.028,0.01,0.02,0.01,0,0.01,0.02,0.006,0.001,2.75,0.66,5.11,1.47,0.04,0.6,,10.36,1.08
GSWS07,2003,37580.44444,2945,0.94,7.5,45.6,23.83,1.74,10.53,0.046,0.045,0.001,0.037,0.03,0.02,0.01,0.01,0.03,0.02,0.006,0.001,2.56,0.65,4.94,1.31,0.05,0.86,1.28,10.412,1.05
GSWS07,2003,37600.45278,2958,0.45,7.7,47,24.92,0.61,10.99,0.039,0.033,0.006,0.027,0.03,0.02,0.02,0.01,0.03,0.02,0,0,2.58,0.61,4.97,1.36,0.06,0.62,0.61,10.303,1.07
GSWS07,2003,37622.475,2971,6.51,7.5,38.1,20.17,4.36,9.33,0.039,0.028,0.011,0.023,0.05,0.04,0.03,0.01,0.05,0.04,0.006,0.002,2.25,0.57,3.78,1.22,0.04,0.64,1.13,11.446,1.06
GSWS07,2003,37642.64236,2984,11.86,7.5,35.7,18.46,1.95,8.85,0.026,0.02,0.006,0.016,0.03,0.02,0.02,0.01,0.03,0.02,0.005,0.001,2.03,0.53,3.46,1.13,0.03,0.49,,10.601,1.05
GSWS07,2003,37663.5,2998,15.1,7.4,34.6,17.79,5.26,8.41,0.028,0.022,0.006,0.016,0.05,0.03,0.03,0.02,0.05,0.03,0.003,0.001,1.98,0.52,3.38,1.09,0.05,0.48,0.75,12.882,1.04
GSWS07,2003,37684.47569,3015,8.45,7.5,36.8,18.71,1.24,9.24,0.024,0.023,0.001,0.017,0.01,0.02,0.01,0,0.01,0.02,0.006,0,2.2,0.52,3.55,1.03,0.06,0.5,,10.799,1.06
GSWS07,2003,37706.42708,3028,19.34,7.4,33.4,17.17,3.03,8.15,0.023,0.022,0.001,0.015,0.03,0.02,0.01,0.01,0.03,0.02,0.011,0,1.97,0.49,3.3,1,0.08,0.59,0.77,14.705,1.06
GSWS07,2003,37726.42361,3041,9.32,7.5,35.3,18,1.76,8.7,0.031,0.02,0.011,0.014,0.02,0.02,0.02,0,0.02,0.02,0.003,0,2.08,0.52,3.63,0.93,0.08,0.65,0.66,11.423,1.06
GSWS07,2003,37747.57986,3055,6.88,7.4,37.8,19.37,0.78,9.18,0.026,0.028,0,0.016,0.03,0.03,0.02,0,0.03,0.03,0.01,0,2.23,0.54,3.94,1.02,0.09,0.71,0.63,11.176,1.06
GSWS07,2003,37769.38194,3068,3.69,7.5,40.6,21.21,1.24,9.84,0.023,0.022,0.001,0.017,0.03,0.03,0.03,0,0.03,0.03,0.005,0,2.26,0.56,4.11,1.28,0,0.59,,11.564,1.04
GSWS07,2003,37790.42014,3082,1.39,7.6,45.1,23.5,1.24,10.68,0.033,0.028,0.005,0.022,0.03,0.03,0.02,0,0.03,0.03,0.009,0.001,2.5,0.62,4.48,1.52,0,0.89,0.31,11.057,1.05
GSWS07,2003,37809.42361,3096,0.52,7.7,47.6,25,0.74,11.02,0.036,0.034,0.002,0.024,0.03,0.03,0.02,0,0.03,0.03,0.012,0,2.54,0.67,5.21,1.21,0.11,0.57,0.44,9.65,1.08
GSWS07,2003,37831.40208,3110,0.29,7.6,50.9,26.58,0.49,11.57,0.04,0.041,0,0.025,0.03,0.02,0.02,0.01,0.03,0.02,0,0,2.8,0.68,5.35,1.44,0.1,0.57,,10.875,1.06
GSWS07,2003,37851.44792,3125,0.15,7.7,53.1,27.79,0.25,11.7,0.036,0.033,0.003,0.025,0.02,0.03,0.03,0,0.02,0.03,0.002,0,2.92,0.74,5.58,1.59,0.1,0.67,,10.138,1.05
GSWS07,2003,37873.44792,3143,0.09,7.6,53.8,28.54,0.2,11.64,0.048,0.034,0.014,0.025,0.03,0.02,0.02,0.01,0.03,0.02,0.003,0,2.91,0.71,5.52,1.56,0.11,0.57,0.5,11.356,1.09
GSWS07,2004,37895.43056,3157,0.14,7.5,53.7,27.87,0.51,11.64,0.033,0.033,0,0.026,0.04,0.04,0.04,0,0.04,0.04,0.004,0,2.87,0.7,5.56,1.49,0,0.84,,11.431,1.07
GSWS07,2004,37915.52778,3171,0.41,7.6,51.2,25.79,1.8,11.26,0.043,0.041,0.002,0.029,0.13,0.04,0.03,0.09,0.13,0.04,0.009,0.001,2.83,0.7,5.24,1.43,0,0.74,1.17,7.278,1.04
GSWS07,2004,37938.55208,3186,0.42,7.6,49.7,26.08,0.84,11.43,0.037,0.035,0.002,0.029,0.03,0.03,0.01,0,0.03,0.03,0.017,0,2.8,0.66,5.58,1.34,0,0.7,0.76,12.361,1.03
GSWS07,2004,37957.57639,3200,2.57,7.5,40.9,20.58,4.24,10.03,0.037,0.036,0.001,0.025,0.06,0.04,0.04,0.02,0.06,0.04,0.005,0.001,2.43,0.58,4.38,0.96,0,0.92,,9.972,1.05
GSWS07,2004,37978.58125,3214,14.48,7.4,33.8,16.5,12.19,8.32,0.04,0.023,0.017,0.017,0.11,0.05,0.04,0.06,0.11,0.05,0.009,0.001,2.04,0.5,3.12,0.79,0.09,0.68,,13.101,1.1
GSWS07,2004,37999.725,3228,8.11,7.4,36,18.54,3.04,9.15,0.025,0.024,0.001,0.017,0.03,0.04,0.03,0,0.03,0.04,0.01,0,2.2,0.5,3.33,0.88,0,0.83,,11.052,1.14
GSWS07,2004,38021.65278,3242,23.05,7.4,31.6,16.33,5.49,7.77,0.024,0.021,0.003,0.014,0.04,0.05,0.04,0,0.04,0.05,0.007,0.001,1.91,0.46,3.14,0.86,0.09,0.53,,16.463,1.08
GSWS07,2004,38041.67778,3257,11.61,7.4,34,17.46,1.34,8.4,0.023,0.023,0,0.015,0.04,0.02,0.01,0.02,0.04,0.02,0.009,0.001,2,0.48,3.3,1.29,0.08,0.52,,11.925,1
GSWS07,2004,38062.65486,3276,7.66,7.4,36,18.37,1.03,8.88,0.023,0.023,0,0.016,0.02,0.02,0.02,0,0.02,0.02,0.004,0.001,2.1,0.49,3.54,1.05,0.08,0.53,0.45,10.322,1.06
GSWS07,2004,38084.53819,3291,3.01,7.5,40,20.21,1.56,9.76,0.035,0.035,0,0.019,0.03,0.03,0.03,0,0.03,0.03,0,0,2.22,0.54,3.9,1.21,0.09,0.53,0.69,10.348,1.05
GSWS07,2004,38104.51389,3306,3.92,7.5,39.8,20.37,2.15,9.73,0.03,0.037,0,0.02,0.03,0.02,0.02,0.01,0.03,0.02,0.002,0,2.35,0.54,4.23,1.31,0.07,0.54,,9.585,0.99
GSWS07,2004,38124.64236,3321,2.36,7.5,42.1,21.25,2.38,10.13,0.031,0.027,0.004,0.019,0.03,0.03,0.02,0,0.03,0.03,0.006,0,2.34,0.57,4.3,1.42,0.09,0.57,,10.09,1
GSWS07,2004,38146.65903,3336,4.44,7.6,43.5,21.96,3.38,9.82,0.048,0.032,0.016,0.02,0.05,0.03,0.03,0.02,0.05,0.03,0.005,0,2.39,0.57,4.25,1.13,0.09,0.56,0.47,10.442,1.09
GSWS07,2004,38167.49514,3351,3.82,7.5,43,22.33,3.8,10,0.049,0.04,0.009,0.021,0.04,0.02,0,0.02,0.04,0.02,0.02,0,2.43,0.57,4.53,1.21,0.08,0.65,0.36,8.754,1.05
GSWS07,2004,38188.46875,3365,0.96,7.6,47.6,24.37,3.77,11.07,0.052,0.051,0.001,0.043,0.04,0.04,0.03,0,0.04,0.04,0.006,0,2.66,0.67,4.95,1.39,0.07,0.6,0.35,8.919,1.04
GSWS07,2004,38208.54514,3379,0.46,7.6,50.6,25.87,2.35,11.6,0.036,0.042,0,0.027,0.04,0.03,0.02,0.01,0.04,0.03,0.009,0,2.79,0.7,5.33,1.53,0.06,0.58,0.32,8.356,1.01
GSWS07,2004,38230.51042,3393,0.53,7.6,52.1,27.04,4.07,11.63,0.044,0.04,0.004,0.027,0.05,0.05,0.05,0,0.05,0.05,0.005,0,2.84,0.74,5.66,1.64,0.06,0.82,0.79,9.651,1.02
GSWS07,2004,38251.54861,3411,0.57,7.7,51.6,26.79,2.45,11.52,0.061,0.046,0.015,0.03,0.06,0.04,0.03,0.02,0.06,0.04,0.012,0.001,2.86,0.72,5.17,1.51,0.06,0.71,0.81,8.918,1.07
GSWS07,2005,38273.42361,3425,0.36,7.6,52.1,26.66,1.77,11.65,0.055,0.051,0.004,0.029,0.04,0.04,0.03,0,0.04,0.04,0.006,0,2.76,0.67,5.26,1.58,0.07,0.7,0.6,9.413,1.06
GSWS07,2005,38292.55556,3439,0.84,7.6,48.2,24.12,7.2,11.01,0.057,0.047,0.01,0.031,0.07,0.03,0.02,0.04,0.07,0.03,0.01,0.001,2.6,0.66,4.98,1.55,0.07,0.9,1.37,7.923,1.02
GSWS07,2005,38313.58333,3453,1.21,7.6,46.8,24.29,6.46,10.97,0.048,0.037,0.011,0.028,0.04,0.03,0.02,0.01,0.04,0.03,0.007,0,2.51,0.59,4.73,1.46,0.07,0.69,0.67,8.695,1.06
GSWS07,2005,38335.46528,3467,7.69,7.5,41.1,20.87,9.88,9.71,0.053,0.032,0.021,0.021,0.12,0.05,0.04,0.07,0.12,0.05,0.012,0.001,2.35,0.59,4.16,0.63,0.08,0.66,0.92,11.746,1.17
GSWS07,2005,38356.55903,3482,3.97,7.5,41.3,21.21,2.77,10.16,0.029,0.026,0.003,0.021,0.09,0.01,0,0.08,0.09,0.01,0.007,0,2.34,0.56,4.2,0.63,0.09,0.64,1.23,8.792,1.19
GSWS07,2005,38377.59375,3496,5.05,7.5,40.4,20.5,7.51,9.94,0.043,0.032,0.011,0.022,0.04,0.03,0.02,0.01,0.04,0.03,0.006,0.004,2.29,0.56,3.9,0.59,0.06,0.6,0.81,9.672,1.21
GSWS07,2005,38398.61111,3510,2.62,7.6,42.9,21.54,3.23,10.35,0.039,0.028,0.011,0.022,0.02,0.02,0.01,0,0.02,0.02,0.007,0,2.4,0.55,4.28,0.62,0.06,0.59,0.46,8.938,1.18
GSWS07,2005,38419.66667,3528,2.31,7.6,44.1,22.04,2.82,10.59,0.034,0.029,0.005,0.024,0.03,0.03,0.02,0,0.03,0.03,0.01,0.001,2.5,0.59,4.44,0.7,0.05,0.59,0.51,10.152,1.15
GSWS07,2005,38440.73611,3542,5.38,7.5,42.7,21.79,12.92,10.08,0.041,0.04,0.001,0.022,0.06,0.04,0.03,0.02,0.06,0.04,0.014,0,2.42,0.58,4.23,0.69,0.06,0.58,0.78,12.126,1.18
GSWS07,2005,38462.42708,3557,10.09,7.6,38.7,19.79,3.18,9.17,0.026,0.02,0.006,0.018,0.03,0.03,0.02,0,0.03,0.03,0.007,0,2.19,0.51,3.75,0.58,0.05,0.54,0.57,11.031,1.21
GSWS07,2005,38482.53125,3571,4.1,7.6,43.3,22.46,2.46,10.12,0.029,0.027,0.002,0.019,0.03,0.03,0.02,0,0.03,0.03,0.009,0.001,2.37,0.58,4.24,0.86,0.05,0.59,0.54,9.79,1.17
GSWS07,2005,38503.50694,3586,6.89,7.6,42,21.79,3,9.85,0.035,0.03,0.005,0.018,0.03,0.02,0.02,0.01,,,0.001,0,2.33,0.54,4.11,0.83,0.05,0.52,0.53,8.908,1.17
GSWS07,2005,38524.57639,3601,3.44,7.6,44.6,23.21,2.57,10.54,0.046,0.045,0.001,0.021,0.05,0.03,0.03,0.02,,,0.005,0,2.46,0.61,4.63,1.52,0.05,0.53,0.54,9.138,1.01
GSWS07,2005,38544.56597,3616,1.58,7.6,48,24.54,1.93,11.04,0.048,0.048,0,0.023,0.03,0.02,0.02,0.01,,,0,0.001,2.63,0.68,4.94,1.65,0.05,0.68,0.49,8.039,1
GSWS07,2005,38566.375,3631,0.74,7.6,51.1,26.41,1.21,11.62,0.049,0.043,0.006,0.026,0.03,0.02,0,0.01,,,0.029,0,2.78,0.74,5.07,1.37,0.04,0.67,0.54,8.727,1.09
GSWS07,2005,38587.42361,3650,0.31,7.7,53.7,27.79,0.92,12.03,0.048,0.043,0.005,0.028,0.05,0.03,0.03,0.02,,,0.004,0,2.94,0.78,5.31,1.44,0.06,0.64,0.59,8.805,1.09
GSWS07,2005,38607.51042,3665,0.18,7.7,54.5,28.62,0.46,12.06,0.041,0.039,0.002,0.03,0.02,0.04,0.03,0,,,0.007,0,3.03,0.73,5.72,1.63,0.04,0.63,0.58,8.207,1.04
GSWS07,2006,38630.40625,3680,0.23,7.7,54.3,27.87,0.69,12.19,0.048,0.046,0.002,0.029,0.04,0.03,0.02,0.01,,,0.009,0,2.97,0.72,5.89,1.6,0.04,0.65,0.72,9.699,1.01
GSWS07,2006,38650.58333,3695,0.37,7.7,54.5,27.62,1.29,12.14,0.043,0.046,0,0.033,0.03,0.03,0.02,0,,,0.009,0.002,2.98,0.74,5.6,1.59,0.04,0.72,0.73,8.449,1.03
GSWS07,2006,38671.59375,3711,3.56,8.2,33.8,18.12,6.54,10.39,0.035,0.028,0.007,0.027,0.06,0.06,0.05,0,,,0.012,0.001,2.56,0.62,4.58,1.09,0.04,0.78,1.2,9.094,0.87
GSWS07,2006,38693.59028,3726,3.45,7.6,43.7,22.87,1.82,10.44,0.033,0.031,0.002,0.022,0.02,0.04,0.04,0,,,0.001,0,2.51,0.58,4.46,1.04,0.05,0.59,0.68,10.074,1.11
GSWS07,2006,38713.60069,3741,10.39,7.6,38.4,19.58,13.48,9.17,0.043,0.026,0.017,0.018,0.06,0.03,0.02,0.03,,,0.005,0.001,2.25,0.57,3.91,0.92,0.05,0.65,0.78,12.396,1.08
GSWS07,2006,38735.64931,3756,40.53,7.3,29.5,15.17,45.81,7,0.041,0.021,0.02,0.013,0.06,0.03,0.02,0.03,,,0.005,0.001,1.65,0.46,2.79,0.71,0.05,0.6,0.89,23.269,1.15
GSWS07,2006,38756.63889,3771,16.79,7.4,34.2,18.04,1.09,8.24,0.025,0.023,0.002,0.014,0.01,0.02,0.02,0,,,0.005,0,1.95,0.48,3.42,0.84,0.05,0.57,0.57,12.411,1.13
GSWS07,2006,38775.56944,3791,6.18,7.5,36.9,19.33,0,9.25,0.028,0.026,0.002,0.016,0.01,0.02,0.01,0,,,0.012,0.001,2.78,0.5,3.59,1,0.05,0.63,0.52,8.242,1.03
GSWS07,2006,38796.60417,3806,6.27,7.5,37.3,19.29,0.47,9.31,0.03,0.025,0.005,0.016,0.02,0.02,0.01,0,,,0.006,0.001,2.58,0.5,3.69,1.02,0.06,0.54,0.55,8.85,1.03
GSWS07,2006,38818.59722,3821,10.01,7.5,36.5,19.08,0.67,9.04,0.029,0.027,0.002,0.015,0.02,0.01,0,0.01,,,0.006,0,2.18,0.5,3.44,1.01,0.05,0.63,0.48,9.881,1.11
GSWS07,2006,38838.50347,3837,6.9,7.5,38,19.17,0.42,9.32,0.035,0.035,0,0.016,0.04,0,0,0.04,,,0.004,0,2.23,0.52,3.69,1.21,0.06,0.56,0.42,8.626,1.02
GSWS07,2006,38860.49653,3852,1.93,7.5,43.7,22.37,0.97,10.53,0.04,0.031,0.009,0.021,0.03,0.01,0,0.02,,,0.006,0,2.45,0.61,4.1,1.23,0.05,0.6,0.49,9.495,1.1
GSWS07,2006,38880.56597,3867,1.89,7.6,44.5,22.96,1.03,10.44,0.037,0.034,0.003,0.024,0.04,0.03,0.02,0.01,,,0.006,0,2.47,0.58,4.48,1.29,0.19,0.6,0.64,8.847,1.08
GSWS07,2006,38903.625,3882,1.31,7.6,47.2,23.58,0.63,11.17,0.038,0.036,0.002,0.023,0.02,0.02,0.01,0,,,0.007,0,2.65,0.62,4.65,1.37,0.05,0.55,0.51,9.935,1.03
